date	version	count
2019-07-21	1.31.0	1572
2019-07-21	1.32.2	1426
2019-07-21	1.32.1	1200
2019-07-21	1.30.0	239
2019-07-21	1.31.3	213
2019-07-21	1.31.2	184
2019-07-21	1.32.3	125
2019-07-21	1.34.0 (ALPHA)	105
2019-07-21	1.33.0 (ALPHA)	62
2019-07-21	1.32.0 (ALPHA)	48
2019-07-21	1.29.0	35
2019-07-21	1.30.2	29
2019-07-21	1.33.0 (RC)	26
2019-07-21	1.33.0 (WMF)	17
2019-07-21	1.32.0 (RC)	16
2019-07-21	1.28.0	14
2019-07-21	1.29.1	11
2019-07-21	1.30.1	11
2019-07-21	1.28.2	10
2019-07-21	1.29.2	10
2019-07-21	1.29.3	8
2019-07-21	1.31.0 (ALPHA)	8
2019-07-21	1.31.0 (RC)	7
2019-07-21	1.34.0 (WMF)	7
2019-07-21	1.28.3	6
2019-07-21	1.32.0 (WMF)	4
2019-07-21	RICKRO	1
2019-07-21	1.31.0 (WMF)	1
2019-07-21	1.28.1	1
2019-07-21	" ""is_b"	1
2019-07-28	1.33.0	3888
2019-07-28	1.32.0	2651
2019-07-28	1.31.1	2330
2019-07-28	1.31.0	1570
2019-07-28	1.32.1	1108
2019-07-28	1.32.2	1069
2019-07-28	1.31.3	250
2019-07-28	1.30.0	247
2019-07-28	1.31.2	174
2019-07-28	1.32.3	147
2019-07-28	1.34.0 (ALPHA)	115
2019-07-28	1.33.0 (ALPHA)	60
2019-07-28	1.32.0 (ALPHA)	48
2019-07-28	1.29.0	39
2019-07-28	1.30.2	24
2019-07-28	1.33.0 (RC)	21
2019-07-28	1.33.0 (WMF)	18
2019-07-28	1.32.0 (RC)	14
2019-07-28	1.28.0	13
2019-07-28	1.30.1	11
2019-07-28	1.29.3	10
2019-07-28	1.31.0 (RC)	9
2019-07-28	1.34.0 (WMF)	9
2019-07-28	1.28.3	9
2019-07-28	1.29.2	9
2019-07-28	1.29.1	9
2019-07-28	1.31.0 (ALPHA)	7
2019-07-28	1.28.2	5
2019-07-28	1.32.0 (WMF)	4
2019-07-28	1.28.1	2
2019-07-28	RICKRO	1
2019-07-28	1.31.0 (WMF)	1
2019-07-28	" ""is_b"	1
2019-08-04	1.33.0	4173
2019-08-04	1.32.0	2665
2019-08-04	1.31.1	2281
2019-08-04	1.31.0	1531
2019-08-04	1.32.1	1098
2019-08-04	1.32.2	1020
2019-08-04	1.31.3	280
2019-08-04	1.30.0	251
2019-08-04	1.31.2	172
2019-08-04	1.32.3	136
2019-08-04	1.34.0 (ALPHA)	123
2019-08-04	1.33.0 (ALPHA)	59
2019-08-04	1.32.0 (ALPHA)	48
2019-08-04	1.29.0	37
2019-08-04	1.33.0 (RC)	22
2019-08-04	1.30.2	21
2019-08-04	1.33.0 (WMF)	16
2019-08-04	1.32.0 (RC)	13
2019-08-04	1.28.0	12
2019-08-04	1.30.1	12
2019-08-04	1.29.3	12
2019-08-04	1.34.0 (WMF)	11
2019-08-04	1.31.0 (RC)	11
2019-08-04	1.29.1	10
2019-08-04	1.28.3	9
2019-08-04	1.28.2	8
2019-08-04	1.31.0 (ALPHA)	8
2019-08-04	1.29.2	6
2019-08-04	1.32.0 (WMF)	4
2019-08-04	1.28.1	2
2019-08-04	1.31.0 (WMF)	1
2019-08-04	" ""is_b"	1
2019-08-11	1.33.0	4482
2019-08-11	1.32.0	2636
2019-08-11	1.31.1	2238
2019-08-11	1.31.0	1528
2019-08-11	1.32.1	1085
2019-08-11	1.32.2	1005
2019-08-11	1.31.3	311
2019-08-11	1.30.0	258
2019-08-11	1.31.2	157
2019-08-11	1.34.0 (ALPHA)	123
2019-08-11	1.32.3	120
2019-08-11	1.33.0 (ALPHA)	60
2019-08-11	1.32.0 (ALPHA)	45
2019-08-11	1.29.0	27
2019-08-11	1.33.0 (RC)	23
2019-08-11	1.30.2	16
2019-08-11	1.32.0 (RC)	15
2019-08-11	1.30.1	15
2019-08-11	1.29.3	15
2019-08-11	1.33.0 (WMF)	13
2019-08-11	1.34.0 (WMF)	11
2019-08-11	1.29.1	11
2019-08-11	1.28.0	11
2019-08-11	1.28.2	10
2019-08-11	1.31.0 (RC)	10
2019-08-11	1.31.0 (ALPHA)	8
2019-08-11	1.28.3	7
2019-08-11	1.29.2	5
2019-08-11	1.32.0 (WMF)	4
2019-08-11	1.28.1	2
2019-08-11	1.31.0 (WMF)	1
2019-08-11	" ""is_b"	1
2019-08-11	1.33.1	1
2019-08-18	1.33.0	4686
2019-08-18	1.32.0	2645
2019-08-18	1.31.1	2287
2019-08-18	1.31.0	1540
2019-08-18	1.32.1	1065
2019-08-18	1.32.2	835
2019-08-18	1.31.3	339
2019-08-18	1.30.0	246
2019-08-18	1.31.2	173
2019-08-18	1.32.3	128
2019-08-18	1.34.0 (ALPHA)	124
2019-08-18	1.33.0 (ALPHA)	54
2019-08-18	1.32.0 (ALPHA)	45
2019-08-18	1.29.0	34
2019-08-18	1.30.2	23
2019-08-18	1.33.0 (RC)	21
2019-08-18	1.30.1	15
2019-08-18	1.32.0 (RC)	14
2019-08-18	1.33.0 (WMF)	13
2019-08-18	1.29.3	12
2019-08-18	1.34.0 (WMF)	10
2019-08-18	1.31.0 (RC)	10
2019-08-18	1.29.1	10
2019-08-18	1.28.2	9
2019-08-18	1.28.0	8
2019-08-18	1.31.0 (ALPHA)	8
2019-08-18	1.29.2	6
2019-08-18	1.28.3	6
2019-08-18	1.32.0 (WMF)	3
2019-08-18	1.28.1	2
2019-08-18	1.31.0 (WMF)	1
2019-08-18	1.33.1	1
2019-08-25	1.33.0	4970
2019-08-25	1.32.0	2592
2019-08-25	1.31.1	2274
2019-08-25	1.31.0	1508
2019-08-25	1.32.1	1030
2019-08-25	1.32.2	783
2019-08-25	1.31.3	337
2019-08-25	1.30.0	236
2019-08-25	1.31.2	188
2019-08-25	1.34.0 (ALPHA)	131
2019-08-25	1.32.3	112
2019-08-25	1.33.0 (ALPHA)	57
2019-08-25	1.32.0 (ALPHA)	40
2019-08-25	1.29.0	34
2019-08-25	1.30.2	25
2019-08-25	1.33.0 (RC)	19
2019-08-25	1.30.1	16
2019-08-25	1.32.0 (RC)	15
2019-08-25	1.33.0 (WMF)	13
2019-08-25	1.29.1	13
2019-08-25	1.34.0 (WMF)	11
2019-08-25	1.29.2	11
2019-08-25	1.28.0	9
2019-08-25	1.28.2	9
2019-08-25	1.31.0 (RC)	8
2019-08-25	1.29.3	8
2019-08-25	1.31.0 (ALPHA)	8
2019-08-25	1.28.3	4
2019-08-25	1.32.0 (WMF)	3
2019-08-25	1.28.1	2
2019-08-25	1.31.0 (WMF)	1
2019-08-25	1.33.1	1
2019-09-01	1.33.0	5088
2019-09-01	1.32.0	2581
2019-09-01	1.31.1	2248
2019-09-01	1.31.0	1480
2019-09-01	1.32.1	998
2019-09-01	1.32.2	771
2019-09-01	1.31.3	397
2019-09-01	1.30.0	238
2019-09-01	1.31.2	193
2019-09-01	1.34.0 (ALPHA)	122
2019-09-01	1.32.3	109
2019-09-01	1.33.0 (ALPHA)	57
2019-09-01	1.32.0 (ALPHA)	42
2019-09-01	1.29.0	37
2019-09-01	1.30.2	29
2019-09-01	1.33.0 (RC)	19
2019-09-01	1.32.0 (RC)	18
2019-09-01	1.34.0 (WMF)	17
2019-09-01	1.29.2	15
2019-09-01	1.29.1	14
2019-09-01	1.30.1	14
2019-09-01	1.33.0 (WMF)	13
2019-09-01	1.29.3	12
2019-09-01	1.28.2	10
2019-09-01	1.31.0 (ALPHA)	9
2019-09-01	1.28.0	7
2019-09-01	1.31.0 (RC)	6
2019-09-01	1.32.0 (WMF)	3
2019-09-01	1.28.3	2
2019-09-01	1.33.1	1
2019-09-01	1.31.0 (WMF)	1
2019-09-01	1.28.1	1
2019-09-08	1.33.0	5344
2019-09-08	1.32.0	2594
2019-09-08	1.31.1	2249
2019-09-08	1.31.0	1485
2019-09-08	1.32.1	964
2019-09-08	1.32.2	753
2019-09-08	1.31.3	425
2019-09-08	1.30.0	240
2019-09-08	1.31.2	188
2019-09-08	1.34.0 (ALPHA)	130
2019-09-08	1.32.3	111
2019-09-08	1.33.0 (ALPHA)	54
2019-09-08	1.32.0 (ALPHA)	47
2019-09-08	1.29.0	41
2019-09-08	1.30.2	31
2019-09-08	1.33.0 (RC)	20
2019-09-08	1.34.0 (WMF)	20
2019-09-08	1.32.0 (RC)	17
2019-09-08	1.29.2	14
2019-09-08	1.29.1	13
2019-09-08	1.33.0 (WMF)	11
2019-09-08	1.29.3	11
2019-09-08	1.31.0 (ALPHA)	9
2019-09-08	1.31.0 (RC)	8
2019-09-08	1.30.1	7
2019-09-08	1.28.0	6
2019-09-08	1.28.2	5
2019-09-08	1.32.0 (WMF)	3
2019-09-08	1.30.0 (RC)	1
2019-09-08	1.29.0 (ALPHA)	1
2019-09-08	1.33.1	1
2019-09-08	1.28.3	1
2019-09-08	1.28.1	1
2019-09-08	1.31.0 (WMF)	1
2019-09-15	1.33.0	5648
2019-09-15	1.32.0	2554
2019-09-15	1.31.1	2244
2019-09-15	1.31.0	1482
2019-09-15	1.32.1	959
2019-09-15	1.32.2	732
2019-09-15	1.31.3	403
2019-09-15	1.30.0	234
2019-09-15	1.31.2	180
2019-09-15	1.34.0 (ALPHA)	139
2019-09-15	1.32.3	109
2019-09-15	1.33.0 (ALPHA)	56
2019-09-15	1.32.0 (ALPHA)	47
2019-09-15	1.29.0	46
2019-09-15	1.30.2	30
2019-09-15	1.29.1	20
2019-09-15	1.33.0 (RC)	20
2019-09-15	1.34.0 (WMF)	20
2019-09-15	1.32.0 (RC)	17
2019-09-15	1.29.3	14
2019-09-15	1.29.2	12
2019-09-15	1.33.0 (WMF)	10
2019-09-15	1.31.0 (ALPHA)	8
2019-09-15	1.28.2	8
2019-09-15	1.31.0 (RC)	7
2019-09-15	1.30.1	7
2019-09-15	1.28.0	6
2019-09-15	1.32.0 (WMF)	4
2019-09-15	1.28.3	4
2019-09-15	1.30.0 (RC)	1
2019-09-15	1.29.0 (ALPHA)	1
2019-09-15	1.33.1	1
2019-09-15	1.28.1	1
2019-09-15	1.31.0 (WMF)	1
2019-09-22	1.33.0	5985
2019-09-22	1.32.0	2561
2019-09-22	1.31.1	2216
2019-09-22	1.31.0	1473
2019-09-22	1.32.1	930
2019-09-22	1.32.2	725
2019-09-22	1.31.3	449
2019-09-22	1.30.0	242
2019-09-22	1.31.2	179
2019-09-22	1.34.0 (ALPHA)	146
2019-09-22	1.32.3	124
2019-09-22	1.33.0 (ALPHA)	52
2019-09-22	1.29.0	45
2019-09-22	1.32.0 (ALPHA)	44
2019-09-22	1.30.2	25
2019-09-22	1.29.1	21
2019-09-22	1.33.0 (RC)	18
2019-09-22	1.32.0 (RC)	17
2019-09-22	1.29.3	17
2019-09-22	1.34.0 (WMF)	16
2019-09-22	1.29.2	13
2019-09-22	1.28.0	11
2019-09-22	1.33.0 (WMF)	11
2019-09-22	1.30.1	10
2019-09-22	1.31.0 (ALPHA)	9
2019-09-22	1.31.0 (RC)	7
2019-09-22	1.28.2	7
2019-09-22	1.32.0 (WMF)	5
2019-09-22	1.28.3	3
2019-09-22	1.33.1	2
2019-09-22	1.28.1	2
2019-09-22	1.30.0 (RC)	1
2019-09-22	1.29.0 (ALPHA)	1
2019-09-22	1.31.0 (WMF)	1
2019-09-29	1.33.0	6343
2019-09-29	1.32.0	2477
2019-09-29	1.31.1	2151
2019-09-29	1.31.0	1422
2019-09-29	1.32.1	867
2019-09-29	1.32.2	696
2019-09-29	1.31.3	477
2019-09-29	1.30.0	258
2019-09-29	1.31.2	183
2019-09-29	1.34.0 (ALPHA)	143
2019-09-29	1.32.3	124
2019-09-29	1.33.0 (ALPHA)	52
2019-09-29	1.29.0	49
2019-09-29	1.32.0 (ALPHA)	39
2019-09-29	1.30.2	26
2019-09-29	1.33.0 (RC)	20
2019-09-29	1.29.1	20
2019-09-29	1.28.0	17
2019-09-29	1.32.0 (RC)	15
2019-09-29	1.29.3	14
2019-09-29	1.34.0 (WMF)	12
2019-09-29	1.35.0 (ALPHA)	11
2019-09-29	1.33.0 (WMF)	11
2019-09-29	1.29.2	10
2019-09-29	1.30.1	9
2019-09-29	1.31.0 (ALPHA)	8
2019-09-29	1.31.0 (RC)	8
2019-09-29	1.32.0 (WMF)	5
2019-09-29	1.28.3	4
2019-09-29	1.28.2	4
2019-09-29	1.33.1	2
2019-09-29	1.30.0 (RC)	1
2019-09-29	1.31.0 (WMF)	1
2019-09-29	1.29.0 (ALPHA)	1
2019-09-29	1.28.1	1
2019-10-06	1.33.0	5919
2019-10-06	1.32.0	2530
2019-10-06	1.31.1	2170
2019-10-06	1.31.0	1403
2019-10-06	1.33.1	1038
2019-10-06	1.32.1	881
2019-10-06	1.32.2	664
2019-10-06	1.31.3	413
2019-10-06	1.30.0	259
2019-10-06	1.31.2	194
2019-10-06	1.34.0 (ALPHA)	128
2019-10-06	1.32.3	113
2019-10-06	1.31.4	80
2019-10-06	1.29.0	52
2019-10-06	1.33.0 (ALPHA)	52
2019-10-06	1.32.0 (ALPHA)	42
2019-10-06	1.28.0	36
2019-10-06	1.32.4	27
2019-10-06	1.35.0 (ALPHA)	27
2019-10-06	1.30.2	23
2019-10-06	1.29.1	21
2019-10-06	1.33.0 (RC)	16
2019-10-06	1.29.3	15
2019-10-06	1.29.2	13
2019-10-06	1.32.0 (RC)	12
2019-10-06	1.30.1	9
2019-10-06	1.34.0 (WMF)	9
2019-10-06	1.33.0 (WMF)	8
2019-10-06	1.31.0 (ALPHA)	7
2019-10-06	1.31.0 (RC)	7
2019-10-06	1.34.0 (RC)	6
2019-10-06	1.32.0 (WMF)	5
2019-10-06	1.28.3	4
2019-10-06	1.28.2	4
2019-10-06	1.31.0 (WMF)	1
2019-10-06	1.29.0 (RC)	1
2019-10-06	1.28.1	1
2019-10-13	1.33.0	5127
2019-10-13	1.32.0	2503
2019-10-13	1.31.1	2140
2019-10-13	1.33.1	2008
2019-10-13	1.31.0	1389
2019-10-13	1.32.1	865
2019-10-13	1.32.2	649
2019-10-13	1.31.3	380
2019-10-13	1.30.0	254
2019-10-13	1.31.2	188
2019-10-13	1.34.0 (ALPHA)	118
2019-10-13	1.31.4	111
2019-10-13	1.32.3	95
2019-10-13	1.31.5	61
2019-10-13	1.29.0	56
2019-10-13	1.33.0 (ALPHA)	48
2019-10-13	1.32.0 (ALPHA)	44
2019-10-13	1.35.0 (ALPHA)	42
2019-10-13	1.28.0	40
2019-10-13	1.32.4	27
2019-10-13	1.30.2	20
2019-10-13	1.29.1	17
2019-10-13	1.33.0 (RC)	16
2019-10-13	1.34.0 (RC)	15
2019-10-13	1.32.0 (RC)	13
2019-10-13	1.29.3	12
2019-10-13	1.29.2	12
2019-10-13	1.32.5	11
2019-10-13	1.34.0 (WMF)	10
2019-10-13	1.30.1	9
2019-10-13	1.31.0 (ALPHA)	8
2019-10-13	1.33.0 (WMF)	8
2019-10-13	1.31.0 (RC)	8
2019-10-13	1.32.0 (WMF)	4
2019-10-13	1.31.0 (WMF)	2
2019-10-13	1.28.2	2
2019-10-13	1.28.1	2
2019-10-13	1.29.0 (RC)	1
2019-10-13	1.28.3	1
2019-10-20	1.33.0	4370
2019-10-20	1.33.1	2978
2019-10-20	1.32.0	2485
2019-10-20	1.31.1	2158
2019-10-20	1.31.0	1400
2019-10-20	1.32.1	861
2019-10-20	1.32.2	610
2019-10-20	1.31.3	342
2019-10-20	1.30.0	255
2019-10-20	1.31.2	158
2019-10-20	1.31.4	141
2019-10-20	1.31.5	123
2019-10-20	1.34.0 (ALPHA)	92
2019-10-20	1.32.3	68
2019-10-20	1.35.0 (ALPHA)	60
2019-10-20	1.29.0	59
2019-10-20	1.33.0 (ALPHA)	48
2019-10-20	1.32.0 (ALPHA)	45
2019-10-20	1.28.0	40
2019-10-20	1.32.5	38
2019-10-20	1.32.4	36
2019-10-20	1.34.0 (RC)	30
2019-10-20	1.29.1	18
2019-10-20	1.33.0 (RC)	17
2019-10-20	1.32.0 (RC)	16
2019-10-20	1.30.2	16
2019-10-20	1.29.2	10
2019-10-20	1.30.1	10
2019-10-20	1.34.0 (WMF)	10
2019-10-20	1.31.0 (ALPHA)	9
2019-10-20	1.31.0 (RC)	8
2019-10-20	1.29.3	8
2019-10-20	1.33.0 (WMF)	7
2019-10-20	1.32.0 (WMF)	4
2019-10-20	1.31.0 (WMF)	2
2019-10-20	1.28.3	2
2019-10-20	1.28.2	2
2019-10-20	1.29.0 (RC)	1
2019-10-20	1.28.1	1
2019-10-27	1.33.1	3872
2019-10-27	1.33.0	3609
2019-10-27	1.32.0	2436
2019-10-27	1.31.1	2154
2019-10-27	1.31.0	1389
2019-10-27	1.32.1	860
2019-10-27	1.32.2	605
2019-10-27	1.31.3	281
2019-10-27	1.30.0	247
2019-10-27	1.31.5	177
2019-10-27	1.31.4	163
2019-10-27	1.31.2	137
2019-10-27	1.35.0 (ALPHA)	80
2019-10-27	1.34.0 (ALPHA)	72
2019-10-27	1.29.0	65
2019-10-27	1.32.3	56
2019-10-27	1.32.5	55
2019-10-27	1.33.0 (ALPHA)	46
2019-10-27	1.32.0 (ALPHA)	43
2019-10-27	1.34.0 (RC)	40
2019-10-27	1.32.4	40
2019-10-27	1.28.0	38
2019-10-27	1.29.1	22
2019-10-27	1.30.2	16
2019-10-27	1.33.0 (RC)	16
2019-10-27	1.32.0 (RC)	14
2019-10-27	1.30.1	12
2019-10-27	1.33.0 (WMF)	10
2019-10-27	1.34.0 (WMF)	9
2019-10-27	1.31.0 (RC)	9
2019-10-27	1.29.2	9
2019-10-27	1.29.3	9
2019-10-27	1.31.0 (ALPHA)	7
2019-10-27	1.32.0 (WMF)	3
2019-10-27	1.28.3	3
2019-10-27	1.28.2	3
2019-10-27	1.31.0 (WMF)	2
2019-10-27	1.28.1	2
2019-10-27	1.29.0 (RC)	1
2019-11-03	1.33.1	4581
2019-11-03	1.33.0	2935
2019-11-03	1.32.0	2331
2019-11-03	1.31.1	2113
2019-11-03	1.31.0	1370
2019-11-03	1.32.1	828
2019-11-03	1.32.2	590
2019-11-03	1.30.0	245
2019-11-03	1.31.3	243
2019-11-03	1.31.5	240
2019-11-03	1.31.4	169
2019-11-03	1.31.2	124
2019-11-03	1.35.0 (ALPHA)	89
2019-11-03	1.32.5	70
2019-11-03	1.34.0 (ALPHA)	68
2019-11-03	1.29.0	53
2019-11-03	1.32.3	49
2019-11-03	1.33.0 (ALPHA)	49
2019-11-03	1.34.0 (RC)	48
2019-11-03	1.32.4	37
2019-11-03	1.32.0 (ALPHA)	35
2019-11-03	1.28.0	20
2019-11-03	1.29.1	20
2019-11-03	1.30.2	19
2019-11-03	1.33.0 (RC)	16
2019-11-03	1.32.0 (RC)	13
2019-11-03	1.31.0 (RC)	10
2019-11-03	1.30.1	10
2019-11-03	1.33.0 (WMF)	10
2019-11-03	1.34.0 (WMF)	8
2019-11-03	1.31.0 (ALPHA)	8
2019-11-03	1.29.3	7
2019-11-03	1.29.2	6
2019-11-03	1.28.3	3
2019-11-03	1.28.2	3
2019-11-03	1.32.0 (WMF)	3
2019-11-03	1.31.0 (WMF)	2
2019-11-03	1.28.1	2
2019-11-03	1.35.0 (WMF)	1
2019-11-10	1.33.1	4840
2019-11-10	1.33.0	2864
2019-11-10	1.32.0	2346
2019-11-10	1.31.1	2087
2019-11-10	1.31.0	1372
2019-11-10	1.32.1	836
2019-11-10	1.32.2	577
2019-11-10	1.31.5	274
2019-11-10	1.30.0	257
2019-11-10	1.31.3	232
2019-11-10	1.31.4	145
2019-11-10	1.31.2	101
2019-11-10	1.35.0 (ALPHA)	94
2019-11-10	1.32.5	74
2019-11-10	1.34.0 (ALPHA)	65
2019-11-10	1.34.0 (RC)	55
2019-11-10	1.32.3	51
2019-11-10	1.29.0	50
2019-11-10	1.33.0 (ALPHA)	49
2019-11-10	1.32.0 (ALPHA)	38
2019-11-10	1.32.4	33
2019-11-10	1.30.2	21
2019-11-10	1.33.0 (RC)	17
2019-11-10	1.29.1	17
2019-11-10	1.28.0	16
2019-11-10	1.32.0 (RC)	14
2019-11-10	1.33.0 (WMF)	11
2019-11-10	1.30.1	10
2019-11-10	1.31.0 (RC)	10
2019-11-10	1.29.2	8
2019-11-10	1.31.0 (ALPHA)	8
2019-11-10	1.34.0 (WMF)	7
2019-11-10	1.28.2	7
2019-11-10	1.29.3	5
2019-11-10	1.28.3	4
2019-11-10	1.32.0 (WMF)	3
2019-11-10	1.31.0 (WMF)	1
2019-11-10	1.28.1	1
2019-11-10	1.28.0 (RC)	1
2019-11-10	1.35.0 (WMF)	1
2019-11-17	1.33.1	5132
2019-11-17	1.33.0	2829
2019-11-17	1.32.0	2315
2019-11-17	1.31.1	2075
2019-11-17	1.31.0	1345
2019-11-17	1.32.1	829
2019-11-17	1.32.2	569
2019-11-17	1.31.5	317
2019-11-17	1.30.0	267
2019-11-17	1.31.3	217
2019-11-17	1.31.4	140
2019-11-17	1.31.2	92
2019-11-17	1.35.0 (ALPHA)	88
2019-11-17	1.32.5	72
2019-11-17	1.34.0 (ALPHA)	66
2019-11-17	1.34.0 (RC)	52
2019-11-17	1.32.3	51
2019-11-17	1.33.0 (ALPHA)	50
2019-11-17	1.29.0	39
2019-11-17	1.32.0 (ALPHA)	36
2019-11-17	1.32.4	28
2019-11-17	1.30.2	23
2019-11-17	1.33.0 (RC)	17
2019-11-17	1.29.1	14
2019-11-17	1.28.0	13
2019-11-17	1.32.0 (RC)	12
2019-11-17	1.29.2	12
2019-11-17	1.33.0 (WMF)	11
2019-11-17	1.31.0 (RC)	9
2019-11-17	1.34.0 (WMF)	8
2019-11-17	1.31.0 (ALPHA)	6
2019-11-17	1.28.2	6
2019-11-17	1.30.1	5
2019-11-17	1.29.3	5
2019-11-17	1.28.3	4
2019-11-17	1.32.0 (WMF)	3
2019-11-17	1.35.0 (WMF)	2
2019-11-17	1.30.0 (RC)	1
2019-11-17	1.31.0 (WMF)	1
2019-11-17	1.28.1	1
2019-11-17	1.28.0 (RC)	1
2019-11-24	1.33.1	5490
2019-11-24	1.33.0	2717
2019-11-24	1.32.0	2320
2019-11-24	1.31.1	2043
2019-11-24	1.31.0	1337
2019-11-24	1.32.1	810
2019-11-24	1.32.2	558
2019-11-24	1.31.5	329
2019-11-24	1.30.0	276
2019-11-24	1.31.3	216
2019-11-24	1.31.4	130
2019-11-24	1.31.2	89
2019-11-24	1.35.0 (ALPHA)	84
2019-11-24	1.34.0 (ALPHA)	70
2019-11-24	1.32.5	69
2019-11-24	1.33.0 (ALPHA)	52
2019-11-24	1.34.0 (RC)	51
2019-11-24	1.32.3	44
2019-11-24	1.32.0 (ALPHA)	38
2019-11-24	1.29.0	32
2019-11-24	1.32.4	26
2019-11-24	1.30.2	21
2019-11-24	1.33.0 (RC)	17
2019-11-24	1.29.2	13
2019-11-24	1.32.0 (RC)	12
2019-11-24	1.29.1	12
2019-11-24	1.33.0 (WMF)	12
2019-11-24	1.31.0 (RC)	8
2019-11-24	1.34.0 (WMF)	8
2019-11-24	1.28.0	6
2019-11-24	1.31.0 (ALPHA)	6
2019-11-24	1.29.3	5
2019-11-24	1.30.1	5
2019-11-24	1.28.2	5
2019-11-24	1.35.0 (WMF)	4
2019-11-24	1.32.0 (WMF)	3
2019-11-24	1.28.3	3
2019-11-24	1.30.0 (RC)	1
2019-11-24	1.31.0 (WMF)	1
2019-11-24	1.28.0 (RC)	1
2019-12-01	1.33.1	5684
2019-12-01	1.33.0	2625
2019-12-01	1.32.0	2284
2019-12-01	1.31.1	2004
2019-12-01	1.31.0	1326
2019-12-01	1.32.1	802
2019-12-01	1.32.2	555
2019-12-01	1.31.5	347
2019-12-01	1.30.0	273
2019-12-01	1.31.3	209
2019-12-01	1.31.4	125
2019-12-01	1.31.2	87
2019-12-01	1.35.0 (ALPHA)	86
2019-12-01	1.34.0 (ALPHA)	69
2019-12-01	1.32.5	66
2019-12-01	1.34.0 (RC)	55
2019-12-01	1.33.0 (ALPHA)	52
2019-12-01	1.32.3	43
2019-12-01	1.32.0 (ALPHA)	38
2019-12-01	1.32.4	34
2019-12-01	1.29.0	31
2019-12-01	1.30.2	19
2019-12-01	1.33.0 (RC)	15
2019-12-01	1.29.2	12
2019-12-01	1.32.0 (RC)	12
2019-12-01	1.33.0 (WMF)	10
2019-12-01	1.29.1	9
2019-12-01	1.34.0 (WMF)	8
2019-12-01	1.29.3	8
2019-12-01	1.31.0 (RC)	7
2019-12-01	1.30.1	7
2019-12-01	1.31.0 (ALPHA)	6
2019-12-01	1.28.2	6
2019-12-01	1.28.0	5
2019-12-01	1.28.3	3
2019-12-01	1.32.0 (WMF)	3
2019-12-01	1.35.0 (WMF)	3
2019-12-01	1.30.0 (RC)	1
2019-12-01	1.31.0 (WMF)	1
2019-12-01	1.28.0 (RC)	1
2019-12-08	1.33.1	5625
2019-12-08	1.33.0	2489
2019-12-08	1.32.0	2240
2019-12-08	1.31.1	1977
2019-12-08	1.31.0	1307
2019-12-08	1.32.1	771
2019-12-08	1.32.2	543
2019-12-08	1.31.5	379
2019-12-08	1.30.0	262
2019-12-08	1.31.3	210
2019-12-08	1.31.4	134
2019-12-08	1.31.2	86
2019-12-08	1.35.0 (ALPHA)	84
2019-12-08	1.32.5	73
2019-12-08	1.34.0 (ALPHA)	62
2019-12-08	1.34.0 (RC)	53
2019-12-08	1.33.0 (ALPHA)	48
2019-12-08	1.32.4	44
2019-12-08	1.32.3	41
2019-12-08	1.32.0 (ALPHA)	39
2019-12-08	1.29.0	30
2019-12-08	1.30.2	18
2019-12-08	1.33.0 (RC)	15
2019-12-08	1.32.0 (RC)	12
2019-12-08	1.30.1	10
2019-12-08	1.29.2	9
2019-12-08	1.31.0 (RC)	8
2019-12-08	1.33.0 (WMF)	8
2019-12-08	1.29.1	7
2019-12-08	1.31.0 (ALPHA)	7
2019-12-08	1.34.0 (WMF)	7
2019-12-08	1.29.3	6
2019-12-08	1.28.0	5
2019-12-08	1.28.2	5
2019-12-08	1.35.0 (WMF)	4
2019-12-08	1.32.0 (WMF)	3
2019-12-08	1.28.3	3
2019-12-08	1.31.0 (WMF)	1
2019-12-08	1.30.0 (RC)	1
2019-12-15	1.33.1	5541
2019-12-15	1.33.0	2346
2019-12-15	1.32.0	2228
2019-12-15	1.31.1	1920
2019-12-15	1.31.0	1279
2019-12-15	1.32.1	781
2019-12-15	1.32.2	527
2019-12-15	1.31.5	333
2019-12-15	1.30.0	248
2019-12-15	1.31.3	213
2019-12-15	1.34.0	154
2019-12-15	1.33.2	131
2019-12-15	1.31.4	126
2019-12-15	1.31.2	82
2019-12-15	1.35.0 (ALPHA)	80
2019-12-15	1.31.6	60
2019-12-15	1.32.5	60
2019-12-15	1.34.0 (ALPHA)	57
2019-12-15	1.33.0 (ALPHA)	47
2019-12-15	1.32.4	46
2019-12-15	1.34.0 (RC)	46
2019-12-15	1.32.3	44
2019-12-15	1.32.0 (ALPHA)	37
2019-12-15	1.29.0	25
2019-12-15	1.30.2	21
2019-12-15	1.33.0 (RC)	17
2019-12-15	1.32.6	13
2019-12-15	1.32.0 (RC)	10
2019-12-15	1.30.1	9
2019-12-15	1.31.0 (RC)	8
2019-12-15	1.35.0 (WMF)	7
2019-12-15	1.33.0 (WMF)	7
2019-12-15	1.31.0 (ALPHA)	7
2019-12-15	1.29.1	6
2019-12-15	1.34.0 (WMF)	6
2019-12-15	1.29.3	5
2019-12-15	1.29.2	5
2019-12-15	1.28.2	5
2019-12-15	1.28.0	4
2019-12-15	1.32.0 (WMF)	3
2019-12-15	1.28.3	3
2019-12-15	1.31.0 (WMF)	1
2019-12-15	1.30.0 (RC)	1
2019-12-15	1.28.1	1
2019-12-22	1.33.1	4637
2019-12-22	1.33.0	2245
