date	version	count
2020-07-26	1.31.0 (WMF)	1
2020-08-02	1.34.2	3754
2020-08-02	1.34.1	2902
2020-08-02	1.34.0	2204
2020-08-02	1.33.1	1961
2020-08-02	1.32.0	1835
2020-08-02	1.31.1	1461
2020-08-02	1.33.0	1461
2020-08-02	1.31.0	1014
2020-08-02	1.32.1	523
2020-08-02	1.31.7	454
2020-08-02	1.35.0 (ALPHA)	361
2020-08-02	1.32.2	352
2020-08-02	1.31.8	308
2020-08-02	1.31.6	251
2020-08-02	1.31.3	205
2020-08-02	1.31.5	104
2020-08-02	1.33.2	100
2020-08-02	1.33.3	98
2020-08-02	1.36.0 (ALPHA)	59
2020-08-02	1.33.4	58
2020-08-02	1.29.1	49
2020-08-02	1.35.0 (RC)	47
2020-08-02	1.31.2	44
2020-08-02	1.32.6	37
2020-08-02	1.33.0 (ALPHA)	34
2020-08-02	1.30.0	33
2020-08-02	1.32.0 (ALPHA)	29
2020-08-02	1.29.0	26
2020-08-02	1.34.0 (ALPHA)	26
2020-08-02	1.32.3	25
2020-08-02	1.34.3	20
2020-08-02	1.31.4	19
2020-08-02	1.35.0 (WMF)	17
2020-08-02	1.32.5	17
2020-08-02	1.30.2	13
2020-08-02	1.33.0 (RC)	12
2020-08-02	1.28.0	11
2020-08-02	1.32.4	10
2020-08-02	1.29.2	9
2020-08-02	1.34.0 (RC)	8
2020-08-02	1.32.0 (RC)	7
2020-08-02	1.36.0 (WMF)	6
2020-08-02	1.31.0 (RC)	6
2020-08-02	1.29.3	6
2020-08-02	1.28.2	6
2020-08-02	1.33.0 (WMF)	5
2020-08-02	1.31.0 (ALPHA)	5
2020-08-02	1.28.3	4
2020-08-02	1.30.1	4
2020-08-02	1.32.0 (WMF)	3
2020-08-02	1.31.9	3
2020-08-02	1.34.0 (WMF)	2
2020-08-02	1.31.0 (WMF)	1
2020-08-09	1.34.2	3997
2020-08-09	1.34.1	2828
2020-08-09	1.34.0	2165
2020-08-09	1.33.1	1975
2020-08-09	1.32.0	1831
2020-08-09	1.33.0	1456
2020-08-09	1.31.1	1448
2020-08-09	1.31.0	989
2020-08-09	1.32.1	522
2020-08-09	1.31.7	448
2020-08-09	1.35.0 (ALPHA)	390
2020-08-09	1.32.2	356
2020-08-09	1.31.8	319
2020-08-09	1.31.6	239
2020-08-09	1.31.3	214
2020-08-09	1.31.5	108
2020-08-09	1.33.3	98
2020-08-09	1.33.2	98
2020-08-09	1.35.0 (RC)	80
2020-08-09	1.36.0 (ALPHA)	62
2020-08-09	1.33.4	60
2020-08-09	1.29.1	51
2020-08-09	1.31.2	41
2020-08-09	1.30.0	36
2020-08-09	1.32.6	33
2020-08-09	1.33.0 (ALPHA)	32
2020-08-09	1.34.3	30
2020-08-09	1.34.0 (ALPHA)	28
2020-08-09	1.32.0 (ALPHA)	28
2020-08-09	1.32.3	26
2020-08-09	1.29.0	22
2020-08-09	1.31.4	21
2020-08-09	1.32.5	19
2020-08-09	1.35.0 (WMF)	16
2020-08-09	1.30.2	12
2020-08-09	1.28.0	11
2020-08-09	1.32.4	11
2020-08-09	1.33.0 (RC)	11
2020-08-09	1.32.0 (RC)	8
2020-08-09	1.34.0 (RC)	8
2020-08-09	1.29.2	7
2020-08-09	1.31.0 (RC)	7
2020-08-09	1.36.0 (WMF)	6
2020-08-09	1.29.3	6
2020-08-09	1.33.0 (WMF)	5
2020-08-09	1.28.2	5
2020-08-09	1.31.0 (ALPHA)	5
2020-08-09	1.30.1	4
2020-08-09	1.32.0 (WMF)	3
2020-08-09	1.31.9	3
2020-08-09	1.28.3	3
2020-08-09	1.34.0 (WMF)	2
2020-08-09	1.31.0 (WMF)	1
2020-08-16	1.34.2	4267
2020-08-16	1.34.1	2761
2020-08-16	1.34.0	2137
2020-08-16	1.33.1	1973
2020-08-16	1.32.0	1779
2020-08-16	1.31.1	1432
2020-08-16	1.33.0	1426
2020-08-16	1.31.0	983
2020-08-16	1.32.1	524
2020-08-16	1.31.7	430
2020-08-16	1.35.0 (ALPHA)	379
2020-08-16	1.32.2	346
2020-08-16	1.31.8	332
2020-08-16	1.31.6	232
2020-08-16	1.31.3	209
2020-08-16	1.35.0 (RC)	112
2020-08-16	1.31.5	106
2020-08-16	1.33.3	98
2020-08-16	1.33.2	95
2020-08-16	1.33.4	72
2020-08-16	1.36.0 (ALPHA)	60
2020-08-16	1.29.1	52
2020-08-16	1.30.0	51
2020-08-16	1.34.3	40
2020-08-16	1.31.2	39
2020-08-16	1.32.6	33
2020-08-16	1.34.0 (ALPHA)	32
2020-08-16	1.33.0 (ALPHA)	32
2020-08-16	1.29.0	30
2020-08-16	1.32.0 (ALPHA)	29
2020-08-16	1.31.4	23
2020-08-16	1.32.3	20
2020-08-16	1.32.5	19
2020-08-16	1.35.0 (WMF)	16
2020-08-16	1.28.0	12
2020-08-16	1.32.4	10
2020-08-16	1.30.2	10
2020-08-16	1.33.0 (RC)	9
2020-08-16	1.34.0 (RC)	9
2020-08-16	1.32.0 (RC)	8
2020-08-16	1.29.2	7
2020-08-16	1.31.0 (RC)	7
2020-08-16	1.36.0 (WMF)	6
2020-08-16	1.31.0 (ALPHA)	5
2020-08-16	1.29.3	5
2020-08-16	1.33.0 (WMF)	5
2020-08-16	1.30.1	4
2020-08-16	1.31.9	3
2020-08-16	1.28.3	3
2020-08-16	1.32.0 (WMF)	3
2020-08-16	1.34.0 (WMF)	2
2020-08-16	1.28.2	2
2020-08-16	1.31.0 (WMF)	1
2020-08-23	1.34.2	4386
2020-08-23	1.34.1	2721
2020-08-23	1.34.0	2082
2020-08-23	1.33.1	1935
2020-08-23	1.32.0	1811
2020-08-23	1.33.0	1440
2020-08-23	1.31.1	1422
2020-08-23	1.31.0	987
2020-08-23	1.32.1	512
2020-08-23	1.31.7	447
2020-08-23	1.35.0 (ALPHA)	370
2020-08-23	1.32.2	349
2020-08-23	1.31.8	323
2020-08-23	1.31.6	237
2020-08-23	1.31.3	208
2020-08-23	1.35.0 (RC)	143
2020-08-23	1.31.5	99
2020-08-23	1.33.3	94
2020-08-23	1.33.2	91
2020-08-23	1.33.4	71
2020-08-23	1.36.0 (ALPHA)	55
2020-08-23	1.29.1	50
2020-08-23	1.30.0	50
2020-08-23	1.34.3	42
2020-08-23	1.31.2	41
2020-08-23	1.32.6	33
2020-08-23	1.33.0 (ALPHA)	30
2020-08-23	1.32.0 (ALPHA)	29
2020-08-23	1.34.0 (ALPHA)	29
2020-08-23	1.29.0	27
2020-08-23	1.31.4	24
2020-08-23	1.32.3	21
2020-08-23	1.32.5	18
2020-08-23	1.35.0 (WMF)	15
2020-08-23	1.31.9	12
2020-08-23	1.33.0 (RC)	10
2020-08-23	1.30.2	10
2020-08-23	1.28.0	10
2020-08-23	1.32.0 (RC)	9
2020-08-23	1.34.0 (RC)	9
2020-08-23	1.32.4	9
2020-08-23	1.31.0 (RC)	7
2020-08-23	1.31.0 (ALPHA)	6
2020-08-23	1.29.2	6
2020-08-23	1.36.0 (WMF)	6
2020-08-23	1.33.0 (WMF)	5
2020-08-23	1.29.3	4
2020-08-23	1.32.0 (WMF)	3
2020-08-23	1.30.1	3
2020-08-23	1.34.0 (WMF)	2
2020-08-23	1.28.2	2
2020-08-23	1.28.1	1
2020-08-23	1.28.3	1
2020-08-23	1.31.0 (WMF)	1
2020-08-30	1.34.2	15002
2020-08-30	1.34.1	2591
2020-08-30	1.34.0	2000
2020-08-30	1.33.1	1876
2020-08-30	1.32.0	1763
2020-08-30	1.33.0	1411
2020-08-30	1.31.1	1398
2020-08-30	1.31.0	968
2020-08-30	1.32.1	494
2020-08-30	1.31.7	441
2020-08-30	1.35.0 (ALPHA)	360
2020-08-30	1.32.2	329
2020-08-30	1.31.8	309
2020-08-30	1.31.6	222
2020-08-30	1.31.3	201
2020-08-30	1.35.0 (RC)	161
2020-08-30	1.31.5	97
2020-08-30	1.33.3	87
2020-08-30	1.33.2	86
2020-08-30	1.33.4	68
2020-08-30	1.36.0 (ALPHA)	50
2020-08-30	1.34.3	45
2020-08-30	1.30.0	45
2020-08-30	1.31.2	42
2020-08-30	1.29.1	41
2020-08-30	1.34.0 (ALPHA)	31
2020-08-30	1.33.0 (ALPHA)	31
2020-08-30	1.32.6	29
2020-08-30	1.32.0 (ALPHA)	28
2020-08-30	1.29.0	26
2020-08-30	1.32.3	23
2020-08-30	1.31.4	21
2020-08-30	1.32.5	19
2020-08-30	1.35.0 (WMF)	15
2020-08-30	1.31.9	15
2020-08-30	1.32.0 (RC)	9
2020-08-30	1.28.0	8
2020-08-30	1.34.0 (RC)	8
2020-08-30	1.32.4	8
2020-08-30	1.31.0 (RC)	7
2020-08-30	1.30.2	7
2020-08-30	1.36.0 (WMF)	6
2020-08-30	1.33.0 (RC)	6
2020-08-30	1.31.0 (ALPHA)	6
2020-08-30	1.29.3	6
2020-08-30	1.33.0 (WMF)	3
2020-08-30	1.34.0 (WMF)	3
2020-08-30	1.30.1	2
2020-08-30	1.32.0 (WMF)	2
2020-08-30	1.29.2	2
2020-08-30	1.28.2	2
2020-08-30	1.35.0	1
2020-08-30	1.28.3	1
2020-08-30	1.28.1	1
2020-08-30	1.31.0 (WMF)	1
2020-09-06	1.34.2	52290
2020-09-06	1.34.1	2560
2020-09-06	1.34.0	2017
2020-09-06	1.33.1	1873
2020-09-06	1.32.0	1717
2020-09-06	1.33.0	1392
2020-09-06	1.31.1	1389
2020-09-06	1.31.0	956
2020-09-06	1.32.1	494
2020-09-06	1.31.7	448
2020-09-06	1.35.0 (ALPHA)	372
2020-09-06	1.32.2	335
2020-09-06	1.31.8	319
2020-09-06	1.31.6	232
2020-09-06	1.31.3	197
2020-09-06	1.35.0 (RC)	170
2020-09-06	1.31.5	98
2020-09-06	1.33.2	86
2020-09-06	1.33.3	82
2020-09-06	1.33.4	76
2020-09-06	1.30.0	47
2020-09-06	1.36.0 (ALPHA)	46
2020-09-06	1.34.3	45
2020-09-06	1.31.2	43
2020-09-06	1.33.0 (ALPHA)	33
2020-09-06	1.29.0	29
2020-09-06	1.34.0 (ALPHA)	28
2020-09-06	1.32.6	27
2020-09-06	1.32.0 (ALPHA)	27
2020-09-06	1.31.4	25
2020-09-06	1.32.3	23
2020-09-06	1.32.5	17
2020-09-06	1.31.9	16
2020-09-06	1.35.0 (WMF)	15
2020-09-06	1.28.0	10
2020-09-06	1.32.4	9
2020-09-06	1.33.0 (RC)	9
2020-09-06	1.29.3	8
2020-09-06	1.34.0 (RC)	8
2020-09-06	1.29.1	8
2020-09-06	1.31.0 (RC)	7
2020-09-06	1.32.0 (RC)	7
2020-09-06	1.36.0 (WMF)	6
2020-09-06	1.31.0 (ALPHA)	6
2020-09-06	1.30.2	3
2020-09-06	1.33.0 (WMF)	3
2020-09-06	1.34.0 (WMF)	3
2020-09-06	1.28.2	3
2020-09-06	1.30.1	2
2020-09-06	1.29.2	2
2020-09-06	1.31.0 (WMF)	1
2020-09-06	1.35.0	1
2020-09-06	1.28.3	1
2020-09-06	1.28.1	1
2020-09-06	1.32.0 (WMF)	1
2020-09-13	1.34.2	52387
2020-09-13	1.34.1	2479
2020-09-13	1.34.0	2008
2020-09-13	1.33.1	1890
2020-09-13	1.32.0	1731
2020-09-13	1.31.1	1387
2020-09-13	1.33.0	1381
2020-09-13	1.31.0	963
2020-09-13	1.32.1	490
2020-09-13	1.31.7	452
2020-09-13	1.35.0 (ALPHA)	372
2020-09-13	1.32.2	336
2020-09-13	1.31.8	320
2020-09-13	1.31.6	231
2020-09-13	1.31.3	202
2020-09-13	1.35.0 (RC)	192
2020-09-13	1.31.5	99
2020-09-13	1.33.2	83
2020-09-13	1.33.3	80
2020-09-13	1.33.4	74
2020-09-13	1.34.3	50
2020-09-13	1.36.0 (ALPHA)	48
2020-09-13	1.31.2	43
2020-09-13	1.30.0	34
2020-09-13	1.33.0 (ALPHA)	33
2020-09-13	1.34.0 (ALPHA)	27
2020-09-13	1.32.0 (ALPHA)	26
2020-09-13	1.32.3	25
2020-09-13	1.32.6	23
2020-09-13	1.29.0	22
2020-09-13	1.31.4	20
2020-09-13	1.31.9	18
2020-09-13	1.32.5	16
2020-09-13	1.35.0 (WMF)	14
2020-09-13	1.28.0	11
2020-09-13	1.33.0 (RC)	10
2020-09-13	1.32.4	9
2020-09-13	1.32.0 (RC)	8
2020-09-13	1.34.0 (RC)	8
2020-09-13	1.29.3	8
2020-09-13	1.31.0 (RC)	7
2020-09-13	1.36.0 (WMF)	5
2020-09-13	1.31.0 (ALPHA)	5
2020-09-13	1.29.1	5
2020-09-13	1.28.2	4
2020-09-13	1.30.2	3
2020-09-13	1.34.0 (WMF)	3
2020-09-13	1.30.1	2
2020-09-13	1.33.0 (WMF)	2
2020-09-13	1.29.2	2
2020-09-13	1.32.0 (WMF)	2
2020-09-13	1.28.3	2
2020-09-13	1.31.0 (WMF)	2
2020-09-13	1.35.0	1
2020-09-13	1.28.1	1
2020-09-20	1.34.2	52468
2020-09-20	1.34.1	2414
2020-09-20	1.34.0	1952
2020-09-20	1.33.1	1882
2020-09-20	1.32.0	1687
2020-09-20	1.31.1	1389
2020-09-20	1.33.0	1363
2020-09-20	1.31.0	947
2020-09-20	1.32.1	492
2020-09-20	1.31.7	437
2020-09-20	1.35.0 (ALPHA)	366
2020-09-20	1.32.2	348
2020-09-20	1.34.4	346
2020-09-20	1.31.8	283
2020-09-20	1.31.6	227
2020-09-20	1.31.3	207
2020-09-20	1.35.0 (RC)	198
2020-09-20	1.31.10	107
2020-09-20	1.31.5	98
2020-09-20	1.33.2	86
2020-09-20	1.34.3	84
2020-09-20	1.33.3	79
2020-09-20	1.35.0	75
2020-09-20	1.33.4	74
2020-09-20	1.36.0 (ALPHA)	66
2020-09-20	1.31.2	42
2020-09-20	1.33.0 (ALPHA)	31
2020-09-20	1.32.0 (ALPHA)	26
2020-09-20	1.34.0 (ALPHA)	25
2020-09-20	1.29.0	24
2020-09-20	1.30.0	23
2020-09-20	1.32.3	21
2020-09-20	1.31.4	20
2020-09-20	1.32.6	20
2020-09-20	1.32.5	17
2020-09-20	1.35.0 (WMF)	14
2020-09-20	1.31.9	12
2020-09-20	1.34.0 (RC)	10
2020-09-20	1.32.4	10
2020-09-20	1.33.0 (RC)	9
2020-09-20	1.28.0	9
2020-09-20	1.29.3	7
2020-09-20	1.31.0 (RC)	7
2020-09-20	1.32.0 (RC)	7
2020-09-20	1.29.1	6
2020-09-20	1.36.0 (WMF)	5
2020-09-20	1.31.0 (ALPHA)	4
2020-09-20	1.33.0 (WMF)	4
2020-09-20	1.28.2	4
2020-09-20	1.30.2	3
2020-09-20	1.29.2	3
2020-09-20	1.34.0 (WMF)	3
2020-09-20	1.30.1	2
2020-09-20	1.31.0 (WMF)	2
2020-09-20	1.28.1	2
2020-09-20	1.32.0 (WMF)	2
2020-09-20	1.28.3	1
2020-09-27	1.34.2	51157
2020-09-27	1.34.1	2366
2020-09-27	1.34.0	1907
2020-09-27	1.33.1	1895
2020-09-27	1.32.0	1670
2020-09-27	1.33.0	1368
2020-09-27	1.31.1	1365
2020-09-27	1.35.0	1015
2020-09-27	1.31.0	947
2020-09-27	1.34.4	768
2020-09-27	1.32.1	480
2020-09-27	1.31.7	385
2020-09-27	1.35.0 (ALPHA)	357
2020-09-27	1.32.2	336
2020-09-27	1.31.10	252
2020-09-27	1.31.8	233
2020-09-27	1.31.6	224
2020-09-27	1.31.3	212
2020-09-27	1.35.0 (RC)	159
2020-09-27	1.31.5	97
2020-09-27	1.33.3	89
2020-09-27	1.33.2	88
2020-09-27	1.33.4	72
2020-09-27	1.34.3	71
2020-09-27	1.36.0 (ALPHA)	71
2020-09-27	1.31.2	39
2020-09-27	1.32.0 (ALPHA)	29
2020-09-27	1.33.0 (ALPHA)	28
2020-09-27	1.32.6	27
2020-09-27	1.34.0 (ALPHA)	25
2020-09-27	1.30.0	23
2020-09-27	1.29.0	23
2020-09-27	1.31.4	21
2020-09-27	1.32.3	20
2020-09-27	1.32.5	18
2020-09-27	1.35.0 (WMF)	14
2020-09-27	1.28.0	13
2020-09-27	1.33.0 (RC)	10
2020-09-27	1.29.2	10
2020-09-27	1.32.4	9
2020-09-27	1.29.1	9
2020-09-27	1.34.0 (RC)	9
2020-09-27	1.31.9	8
2020-09-27	1.32.0 (RC)	8
2020-09-27	1.31.0 (RC)	7
2020-09-27	1.29.3	7
2020-09-27	1.36.0 (WMF)	5
2020-09-27	1.31.0 (ALPHA)	5
2020-09-27	1.33.0 (WMF)	4
2020-09-27	1.30.1	3
2020-09-27	1.30.2	3
2020-09-27	1.28.3	3
2020-09-27	1.31.0 (WMF)	2
2020-09-27	1.34.0 (WMF)	2
2020-09-27	1.28.2	2
2020-09-27	1.28.1	2
2020-09-27	1.32.0 (WMF)	2
2020-10-04	1.34.2	3496
2020-10-04	1.34.1	2275
2020-10-04	1.35.0	1991
2020-10-04	1.34.0	1904
2020-10-04	1.33.1	1890
2020-10-04	1.32.0	1683
2020-10-04	1.33.0	1398
2020-10-04	1.31.1	1373
2020-10-04	1.31.0	956
2020-10-04	1.34.4	829
2020-10-04	1.32.1	479
2020-10-04	1.35.0 (ALPHA)	366
2020-10-04	1.31.7	363
2020-10-04	1.31.10	345
2020-10-04	1.32.2	333
2020-10-04	1.31.6	213
2020-10-04	1.31.8	208
2020-10-04	1.31.3	199
2020-10-04	1.35.0 (RC)	129
2020-10-04	1.31.5	95
2020-10-04	1.33.3	91
2020-10-04	1.33.2	91
2020-10-04	1.33.4	77
2020-10-04	1.36.0 (ALPHA)	75
2020-10-04	1.34.3	62
2020-10-04	1.31.2	41
2020-10-04	1.33.0 (ALPHA)	30
2020-10-04	1.32.0 (ALPHA)	27
2020-10-04	1.34.0 (ALPHA)	26
2020-10-04	1.32.6	26
2020-10-04	1.29.0	24
2020-10-04	1.28.0	19
2020-10-04	1.32.5	19
2020-10-04	1.32.3	17
2020-10-04	1.31.4	17
2020-10-04	1.30.0	16
2020-10-04	1.35.0 (WMF)	13
2020-10-04	1.34.0 (RC)	10
2020-10-04	1.29.1	10
2020-10-04	1.29.2	10
2020-10-04	1.32.4	9
2020-10-04	1.33.0 (RC)	9
2020-10-04	1.32.0 (RC)	9
2020-10-04	1.31.9	8
2020-10-04	1.30.2	8
2020-10-04	1.31.0 (RC)	7
2020-10-04	1.29.3	7
2020-10-04	1.30.1	6
2020-10-04	1.36.0 (WMF)	5
2020-10-04	1.31.0 (ALPHA)	5
2020-10-04	1.33.0 (WMF)	4
2020-10-04	1.28.3	3
2020-10-04	1.31.0 (WMF)	2
2020-10-04	1.34.0 (WMF)	2
2020-10-04	1.28.2	2
2020-10-04	1.28.1	2
2020-10-04	1.32.0 (WMF)	2
2020-10-11	1.34.2	3022
2020-10-11	1.35.0	2894
2020-10-11	1.34.1	2217
2020-10-11	1.34.0	1886
2020-10-11	1.33.1	1869
2020-10-11	1.32.0	1686
2020-10-11	1.33.0	1382
2020-10-11	1.31.1	1363
2020-10-11	1.31.0	942
2020-10-11	1.34.4	875
2020-10-11	1.32.1	475
2020-10-11	1.31.10	409
2020-10-11	1.35.0 (ALPHA)	359
2020-10-11	1.31.7	354
2020-10-11	1.32.2	332
2020-10-11	1.31.6	215
2020-10-11	1.31.3	205
2020-10-11	1.31.8	178
2020-10-11	1.31.5	99
2020-10-11	1.35.0 (RC)	97
2020-10-11	1.33.2	93
2020-10-11	1.33.3	88
2020-10-11	1.36.0 (ALPHA)	83
2020-10-11	1.33.4	82
2020-10-11	1.34.3	61
2020-10-11	1.31.2	40
2020-10-11	1.33.0 (ALPHA)	29
2020-10-11	1.32.0 (ALPHA)	26
2020-10-11	1.32.6	26
2020-10-11	1.34.0 (ALPHA)	24
2020-10-11	1.29.0	20
2020-10-11	1.32.5	20
2020-10-11	1.28.0	19
2020-10-11	1.32.3	18
2020-10-11	1.30.0	18
2020-10-11	1.31.4	18
2020-10-11	1.35.0 (WMF)	11
2020-10-11	1.29.1	10
2020-10-11	1.34.0 (RC)	10
2020-10-11	1.32.0 (RC)	9
2020-10-11	1.29.2	9
2020-10-11	1.32.4	8
2020-10-11	1.31.0 (RC)	8
2020-10-11	1.29.3	8
2020-10-11	1.31.9	7
2020-10-11	1.30.2	6
2020-10-11	1.33.0 (RC)	6
2020-10-11	1.36.0 (WMF)	5
2020-10-11	1.33.0 (WMF)	5
2020-10-11	1.31.0 (ALPHA)	4
2020-10-11	1.30.1	3
2020-10-11	1.32.0 (WMF)	2
2020-10-11	1.28.3	2
2020-10-11	1.28.1	2
2020-10-11	1.28.2	1
2020-10-11	1.31.0 (WMF)	1
2020-10-18	1.35.0	3775
2020-10-18	1.34.2	2434
2020-10-18	1.34.1	2178
2020-10-18	1.33.1	1854
2020-10-18	1.34.0	1843
2020-10-18	1.32.0	1674
2020-10-18	1.31.1	1362
2020-10-18	1.33.0	1349
2020-10-18	1.31.0	927
2020-10-18	1.34.4	889
2020-10-18	1.31.10	506
2020-10-18	1.32.1	469
2020-10-18	1.35.0 (ALPHA)	357
2020-10-18	1.31.7	340
2020-10-18	1.32.2	320
2020-10-18	1.31.6	215
2020-10-18	1.31.3	203
2020-10-18	1.31.8	147
2020-10-18	1.31.5	96
2020-10-18	1.33.2	91
2020-10-18	1.33.3	89
2020-10-18	1.36.0 (ALPHA)	85
2020-10-18	1.33.4	76
2020-10-18	1.35.0 (RC)	69
2020-10-18	1.34.3	43
2020-10-18	1.31.2	43
2020-10-18	1.33.0 (ALPHA)	32
2020-10-18	1.34.0 (ALPHA)	27
2020-10-18	1.32.6	27
2020-10-18	1.32.0 (ALPHA)	27
2020-10-18	1.28.0	22
2020-10-18	1.32.5	22
2020-10-18	1.29.0	21
2020-10-18	1.30.0	19
2020-10-18	1.32.3	19
2020-10-18	1.31.4	18
2020-10-18	1.29.1	10
2020-10-18	1.32.0 (RC)	9
2020-10-18	1.30.2	9
2020-10-18	1.29.3	9
2020-10-18	1.32.4	8
2020-10-18	1.31.0 (RC)	8
2020-10-18	1.31.9	8
2020-10-18	1.29.2	8
2020-10-18	1.36.0 (WMF)	7
2020-10-18	1.34.0 (RC)	7
2020-10-18	1.33.0 (RC)	6
2020-10-18	1.35.0 (WMF)	5
2020-10-18	1.33.0 (WMF)	4
2020-10-18	1.31.0 (ALPHA)	4
2020-10-18	1.30.1	3
2020-10-18	1.32.0 (WMF)	3
2020-10-18	1.28.3	2
2020-10-18	1.30.0 (RC)	1
2020-10-18	1.28.2	1
2020-10-18	1.31.0 (WMF)	1
2020-10-25	1.35.0	4128
2020-10-25	1.34.2	2320
2020-10-25	1.34.1	2119
2020-10-25	1.34.0	1809
2020-10-25	1.33.1	1801
2020-10-25	1.32.0	1662
2020-10-25	1.31.1	1379
2020-10-25	1.33.0	1311
2020-10-25	1.31.0	920
2020-10-25	1.31.10	504
2020-10-25	1.34.4	499
2020-10-25	1.32.1	465
2020-10-25	1.35.0 (ALPHA)	332
2020-10-25	1.32.2	318
2020-10-25	1.31.7	311
2020-10-25	1.31.6	207
2020-10-25	1.31.3	196
2020-10-25	1.31.8	146
2020-10-25	1.31.5	91
2020-10-25	1.33.3	89
2020-10-25	1.33.2	79
2020-10-25	1.36.0 (ALPHA)	78
2020-10-25	1.33.4	72
2020-10-25	1.35.0 (RC)	58
2020-10-25	1.31.2	38
2020-10-25	1.33.0 (ALPHA)	33
2020-10-25	1.34.3	32
2020-10-25	1.34.0 (ALPHA)	27
2020-10-25	1.32.0 (ALPHA)	27
2020-10-25	1.32.5	23
2020-10-25	1.32.6	22
2020-10-25	1.29.0	21
2020-10-25	1.30.0	21
2020-10-25	1.28.0	18
2020-10-25	1.32.3	17
2020-10-25	1.31.4	15
2020-10-25	1.30.2	11
2020-10-25	1.31.9	9
2020-10-25	1.32.0 (RC)	9
2020-10-25	1.29.1	9
2020-10-25	1.36.0 (WMF)	8
2020-10-25	1.32.4	8
2020-10-25	1.31.0 (RC)	8
2020-10-25	1.29.3	8
2020-10-25	1.34.0 (RC)	7
2020-10-25	1.35.0 (WMF)	6
2020-10-25	1.33.0 (RC)	5
2020-10-25	1.33.0 (WMF)	5
2020-10-25	1.28.2	4
2020-10-25	1.31.0 (ALPHA)	4
2020-10-25	1.30.1	3
2020-10-25	1.32.0 (WMF)	3
2020-10-25	1.31.0 (WMF)	1
2020-10-25	1.30.0 (RC)	1
2020-10-25	1.29.2	1
2020-11-01	1.35.0	4214
2020-11-01	1.34.2	2236
2020-11-01	1.34.1	2100
2020-11-01	1.33.1	1789
2020-11-01	1.34.0	1765
2020-11-01	1.32.0	1618
2020-11-01	1.31.1	1356
2020-11-01	1.33.0	1269
2020-11-01	1.31.0	934
2020-11-01	1.31.10	528
2020-11-01	1.34.4	495
2020-11-01	1.32.1	459
2020-11-01	1.31.7	319
2020-11-01	1.32.2	311
2020-11-01	1.31.3	216
2020-11-01	1.31.6	208
2020-11-01	1.31.8	145
2020-11-01	1.31.5	88
2020-11-01	1.33.3	85
2020-11-01	1.33.2	80
2020-11-01	1.35.0 (ALPHA)	79
2020-11-01	1.36.0 (ALPHA)	78
2020-11-01	1.33.4	67
2020-11-01	1.35.0 (RC)	54
2020-11-01	1.31.2	42
2020-11-01	1.34.3	31
2020-11-01	1.33.0 (ALPHA)	30
2020-11-01	1.32.0 (ALPHA)	29
2020-11-01	1.34.0 (ALPHA)	27
2020-11-01	1.32.5	24
2020-11-01	1.30.0	22
2020-11-01	1.32.6	20
2020-11-01	1.32.3	17
2020-11-01	1.29.0	17
2020-11-01	1.31.4	17
2020-11-01	1.29.1	12
2020-11-01	1.28.0	10
2020-11-01	1.36.0 (WMF)	9
2020-11-01	1.32.4	9
2020-11-01	1.31.0 (RC)	8
2020-11-01	1.30.2	7
2020-11-01	1.31.9	7
2020-11-01	1.34.0 (RC)	6
2020-11-01	1.32.0 (RC)	6
2020-11-01	1.35.0 (WMF)	6
2020-11-01	1.33.0 (RC)	6
2020-11-01	1.33.0 (WMF)	5
2020-11-01	1.31.0 (ALPHA)	4
2020-11-01	1.30.1	4
2020-11-01	1.29.3	4
2020-11-01	1.32.0 (WMF)	3
2020-11-01	1.28.2	3
2020-11-01	1.31.0 (WMF)	1
2020-11-01	1.30.0 (RC)	1
2020-11-01	1.29.2	1
2020-11-08	1.35.0	4527
2020-11-08	1.34.2	2151
2020-11-08	1.34.1	2059
2020-11-08	1.33.1	1812
2020-11-08	1.34.0	1753
2020-11-08	1.32.0	1604
2020-11-08	1.31.1	1342
2020-11-08	1.33.0	1252
2020-11-08	1.31.0	915
2020-11-08	1.31.10	541
2020-11-08	1.34.4	502
2020-11-08	1.32.1	468
2020-11-08	1.32.2	316
2020-11-08	1.31.7	307
2020-11-08	1.31.3	207
2020-11-08	1.31.6	197
2020-11-08	1.31.8	132
2020-11-08	1.33.3	94
2020-11-08	1.31.5	86
2020-11-08	1.33.2	76
2020-11-08	1.35.0 (ALPHA)	72
2020-11-08	1.36.0 (ALPHA)	69
2020-11-08	1.33.4	66
2020-11-08	1.35.0 (RC)	58
2020-11-08	1.31.2	41
2020-11-08	1.34.3	31
2020-11-08	1.33.0 (ALPHA)	29
2020-11-08	1.32.0 (ALPHA)	27
2020-11-08	1.34.0 (ALPHA)	24
2020-11-08	1.32.5	24
2020-11-08	1.30.0	23
2020-11-08	1.29.0	23
2020-11-08	1.32.6	20
2020-11-08	1.31.4	18
2020-11-08	1.32.3	16
2020-11-08	1.29.1	13
2020-11-08	1.28.0	11
2020-11-08	1.32.4	10
2020-11-08	1.30.2	10
2020-11-08	1.36.0 (WMF)	9
2020-11-08	1.32.0 (RC)	8
2020-11-08	1.31.0 (RC)	7
2020-11-08	1.33.0 (RC)	7
2020-11-08	1.34.0 (RC)	6
2020-11-08	1.35.0 (WMF)	6
2020-11-08	1.31.9	6
