date	5.5	5.6	7.0	7.1	7.2	7.3	7.4	8.0	8.1	8.2	other
2018-06-24	NULL	NULL	NULL	NULL	NULL	NULL	NULL				NULL
2018-07-01	NULL	NULL	NULL	NULL	NULL	NULL	NULL				NULL
2018-07-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL				NULL
2018-07-15	NULL	NULL	NULL	NULL	NULL	NULL	NULL				NULL
2018-07-22	NULL	NULL	NULL	NULL	NULL	NULL	NULL				NULL
2018-07-29	NULL	NULL	NULL	NULL	NULL	NULL	NULL				NULL
2018-08-05	NULL	NULL	NULL	NULL	NULL	NULL	NULL				NULL
2018-08-12	NULL	NULL	NULL	NULL	NULL	NULL	NULL				NULL
2018-08-19	NULL	NULL	NULL	NULL	NULL	NULL	NULL				NULL
2018-08-26	NULL	NULL	NULL	NULL	NULL	NULL	NULL				NULL
2018-09-02	NULL	NULL	NULL	NULL	NULL	NULL	NULL				NULL
2018-09-09	NULL	NULL	NULL	NULL	NULL	NULL	NULL				NULL
2018-09-16	NULL	NULL	NULL	NULL	NULL	NULL	NULL				NULL
2018-09-23	NULL	NULL	NULL	NULL	NULL	NULL	NULL				NULL
2018-09-30	NULL	NULL	NULL	NULL	NULL	NULL	NULL				NULL
2018-10-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL				NULL
2018-10-14	0	0	3	0	7	0	0				0
2018-10-21	0	0	7	1	17	0	0				0
2018-10-28	0	0	15	4	31	0	0				0
2018-11-04	0	0	31	8	46	1	0				0
2018-11-11	0	0	33	8	48	1	0				0
2018-11-18	0	0	32	8	47	1	0				0
2018-11-25	0	0	43	9	51	2	0				0
2018-12-02	0	0	36	9	41	1	0				0
2018-12-09	0	0	39	10	44	2	0				0
2018-12-16	0	0	44	11	46	7	0				0
2018-12-23	0	0	38	11	46	7	0				0
2018-12-30	0	0	43	15	54	7	0				0
2019-01-06	0	0	47	18	55	12	0				0
2019-01-13	0	0	48	17	54	14	0				0
2019-01-20	0	0	55	18	57	15	0				0
2019-01-27	0	0	51	20	64	20	0				0
2019-02-03	0	0	54	16	65	16	0				0
2019-02-10	0	0	52	14	71	13	0				0
